Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_cut,FarFromHome,LowMonthlyIncome,LowWorkingYears,TotalSatisfaction
No,Travel_Rarely,1442,9,Bachelor,Medical,Female,46,Medium,3,Healthcare Representative,Single,17654,1,No,14,Excellent,0,3,Best,8,7,7,7,1,0,0,0,5
Yes,Travel_Rarely,693,3,College,Life Sciences,Female,65,High,2,Sales Executive,Single,24785,9,No,14,Excellent,0,3,Better,2,2,2,0,0,0,0,0,2
No,Travel_Rarely,929,10,Bachelor,Marketing,Male,55,High,2,Sales Executive,Single,21703,1,No,12,Excellent,0,2,Good,10,7,0,8,1,0,0,0,9
Yes,Travel_Frequently,562,8,College,Technical Degree,Male,50,High,2,Sales Executive,Married,23452,3,Yes,14,Excellent,1,4,Better,4,3,1,3,3,0,0,0,3
No,Travel_Rarely,827,1,Master,Life Sciences,Female,33,Very High,2,Healthcare Representative,Single,19383,1,No,13,Excellent,0,4,Good,9,7,1,8,2,0,0,0,6
No,Travel_Rarely,608,1,College,Life Sciences,Female,68,High,3,Manufacturing Director,Married,6009,1,No,11,Excellent,0,3,Better,9,7,0,7,1,0,0,0,5
No,Travel_Rarely,1018,3,College,Life Sciences,Female,39,High,3,Research Director,Single,19373,3,No,15,Excellent,0,6,Better,7,7,7,7,1,0,0,0,8
No,Travel_Rarely,703,14,Master,Marketing,Male,42,High,2,Sales Executive,Single,11825,2,No,12,Excellent,0,2,Better,7,7,1,7,3,0,0,0,6
No,Travel_Frequently,580,5,Master,Life Sciences,Male,48,Medium,3,Sales Executive,Married,23772,5,Yes,21,Outstanding,1,2,Better,18,13,1,12,2,0,0,0,5
No,Travel_Rarely,970,7,Bachelor,Life Sciences,Male,59,Very High,4,Research Director,Married,13514,3,No,19,Excellent,0,3,Better,5,1,1,3,4,0,0,0,6
No,Travel_Rarely,1179,16,Master,Marketing,Male,84,High,2,Sales Executive,Single,11924,8,No,14,Excellent,0,1,Better,2,2,2,2,4,0,0,0,3
No,Travel_Frequently,294,10,College,Life Sciences,Male,32,High,3,Manufacturing Director,Divorced,4809,1,No,21,Outstanding,2,4,Good,9,7,1,7,1,0,0,0,5
No,Travel_Rarely,316,8,Master,Marketing,Male,54,High,1,Sales Representative,Married,9983,7,No,15,Excellent,1,2,Better,2,2,2,2,3,0,0,0,7
Yes,Travel_Rarely,654,1,College,Life Sciences,Female,67,Low,1,Research Scientist,Single,3872,7,Yes,13,Excellent,0,4,Better,7,7,3,7,1,0,1,0,4
No,Non-Travel,427,8,Bachelor,Life Sciences,Female,63,Very High,3,Research Director,Married,20335,9,No,14,Excellent,1,2,Better,8,7,0,5,2,0,0,0,0
No,Travel_Rarely,168,1,Bachelor,Life Sciences,Female,81,High,3,Manufacturing Director,Single,15397,4,Yes,14,Excellent,0,4,Best,1,0,0,0,2,0,0,0,7
No,Non-Travel,381,24,Bachelor,Medical,Male,49,Low,1,Laboratory Technician,Single,2104,2,No,14,Excellent,0,5,Better,5,2,1,4,3,1,0,0,4
No,Travel_Rarely,501,27,Doctor,Marketing,Male,99,High,2,Sales Executive,Divorced,25275,7,No,23,Outstanding,1,2,Good,8,7,7,7,1,1,0,0,8
No,Travel_Rarely,1396,10,Bachelor,Life Sciences,Male,99,High,1,Sales Representative,Single,2755,1,No,11,Excellent,0,6,Better,1,0,0,0,1,0,1,1,6
Yes,Travel_Frequently,933,19,Bachelor,Medical,Male,57,Very High,1,Research Scientist,Divorced,20366,6,Yes,12,Excellent,0,2,Better,2,2,2,2,2,0,1,0,7
No,Travel_Frequently,775,15,Bachelor,Life Sciences,Male,47,Medium,2,Sales Executive,Married,23683,3,No,18,Excellent,1,5,Better,2,2,2,2,2,0,0,0,8
No,Travel_Rarely,970,8,College,Medical,Female,96,High,2,Healthcare Representative,Single,7360,3,No,11,Excellent,0,2,Better,5,1,4,3,1,0,0,0,6
No,Travel_Rarely,650,9,Below College,Medical,Male,37,High,1,Laboratory Technician,Married,4344,1,No,14,Excellent,1,2,Best,4,3,0,2,0,0,1,0,4
No,Travel_Rarely,141,3,Bachelor,Human Resources,Female,44,Very High,2,Human Resources,Married,18767,9,No,15,Excellent,1,3,Bad,8,3,3,6,2,0,0,0,5
No,Travel_Rarely,832,9,Bachelor,Medical,Male,81,High,4,Healthcare Representative,Married,20420,7,No,11,Excellent,0,1,Good,10,7,1,1,4,0,0,0,7
No,Travel_Rarely,804,2,Below College,Medical,Female,86,Medium,1,Research Scientist,Single,22929,1,Yes,20,Outstanding,0,2,Good,4,2,2,3,2,0,1,0,9
No,Travel_Rarely,975,7,Bachelor,Medical,Female,55,Medium,2,Healthcare Representative,Single,23398,8,No,19,Excellent,0,2,Bad,7,6,0,7,1,0,0,0,3
No,Travel_Rarely,1090,10,Bachelor,Marketing,Male,83,High,1,Sales Representative,Divorced,17967,1,No,14,Excellent,2,2,Better,2,2,2,2,1,0,1,1,7
No,Travel_Rarely,346,6,Bachelor,Life Sciences,Male,86,High,2,Laboratory Technician,Single,10919,2,No,17,Excellent,0,4,Better,2,2,2,2,4,0,1,0,9
No,Non-Travel,1225,2,Master,Life Sciences,Female,61,High,2,Healthcare Representative,Divorced,4761,2,No,11,Excellent,1,2,Best,1,0,0,0,2,0,0,0,3
No,Travel_Frequently,430,24,Master,Life Sciences,Male,80,High,2,Laboratory Technician,Married,21146,1,No,15,Excellent,2,2,Better,10,8,4,7,1,1,0,0,6
No,Travel_Rarely,268,2,Doctor,Medical,Male,92,High,1,Research Scientist,Married,20471,6,Yes,13,Excellent,1,0,Bad,1,0,0,1,2,0,1,0,6
No,Travel_Rarely,167,8,Doctor,Life Sciences,Female,32,High,2,Manufacturing Director,Divorced,4187,3,No,14,Excellent,1,3,Better,0,0,0,0,1,0,0,0,3
Yes,Travel_Rarely,527,1,Master,Other,Male,63,High,1,Research Scientist,Single,5207,1,Yes,13,Excellent,0,2,Good,10,9,7,8,1,0,1,0,8
No,Travel_Rarely,883,26,Below College,Medical,Female,32,High,2,Sales Executive,Single,22807,1,No,23,Outstanding,0,5,Good,6,5,1,4,0,1,0,0,6
No,Travel_Rarely,954,2,College,Technical Degree,Male,46,Low,2,Sales Representative,Single,12388,1,No,13,Excellent,0,3,Better,8,7,3,1,3,0,0,0,3
No,Travel_Rarely,310,10,Below College,Medical,Male,79,Very High,1,Research Scientist,Single,19630,1,No,18,Excellent,0,3,Better,2,2,0,2,0,0,0,1,5
Yes,Travel_Frequently,719,27,College,Life Sciences,Female,77,Very High,2,Sales Executive,Single,10339,4,Yes,12,Excellent,0,2,Better,5,4,1,3,3,1,0,0,6
No,Travel_Rarely,304,2,Bachelor,Other,Male,60,High,2,Sales Executive,Single,18686,1,No,22,Outstanding,0,5,Better,6,5,1,4,1,0,0,0,8
Yes,Travel_Rarely,725,2,Bachelor,Medical,Male,78,High,5,Manager,Married,21199,5,Yes,13,Excellent,1,2,Better,5,2,1,4,4,0,0,0,6
No,Non-Travel,1434,8,Master,Life Sciences,Male,76,Medium,3,Sales Executive,Single,14229,1,No,15,Excellent,0,1,Better,10,7,0,9,2,0,0,0,1
No,Non-Travel,715,19,Master,Medical,Male,41,High,1,Research Scientist,Married,26589,1,No,18,Excellent,1,3,Better,4,3,1,2,4,0,0,0,6
No,Travel_Frequently,575,1,College,Life Sciences,Female,71,Low,1,Laboratory Technician,Divorced,5288,3,No,14,Excellent,1,2,Better,2,2,2,0,0,0,0,0,3
No,Travel_Rarely,657,27,Bachelor,Medical,Female,66,High,2,Healthcare Representative,Married,25549,4,No,12,Excellent,1,3,Good,8,7,1,1,1,1,0,0,3
Yes,Travel_Rarely,1146,8,Bachelor,Technical Degree,Male,38,Medium,2,Sales Executive,Single,3064,6,No,17,Excellent,0,2,Good,4,3,1,2,0,0,0,0,5
No,Travel_Rarely,182,1,Master,Life Sciences,Female,72,Very High,1,Research Scientist,Single,13551,2,No,16,Excellent,0,2,Better,4,2,1,3,1,0,0,0,6
No,Travel_Rarely,376,19,Master,Medical,Female,95,High,2,Manufacturing Director,Divorced,22670,9,Yes,11,Excellent,2,4,Better,5,3,1,4,4,0,0,0,4
No,Travel_Frequently,829,8,Below College,Marketing,Male,84,High,2,Sales Executive,Married,24008,1,No,19,Excellent,1,3,Better,4,2,1,1,1,0,0,0,6
No,Travel_Rarely,571,10,Below College,Life Sciences,Female,82,High,1,Research Scientist,Divorced,19905,1,Yes,13,Excellent,2,3,Good,5,3,4,3,2,0,1,0,4
No,Travel_Frequently,240,2,Master,Life Sciences,Female,75,Very High,2,Manufacturing Director,Single,26085,6,Yes,12,Excellent,0,2,Better,15,7,4,12,2,0,0,0,3
No,Travel_Rarely,121,2,Master,Medical,Female,86,Medium,1,Research Scientist,Single,7530,1,No,11,Excellent,0,3,Better,6,5,1,3,1,0,0,0,4
No,Travel_Rarely,384,8,Master,Life Sciences,Female,72,High,1,Sales Representative,Married,20317,1,No,16,Excellent,1,1,Good,3,2,0,2,2,0,1,0,4
No,Travel_Rarely,921,1,Bachelor,Life Sciences,Male,38,Low,1,Laboratory Technician,Married,24375,3,No,21,Outstanding,2,2,Better,2,2,0,2,1,0,0,0,7
No,Travel_Frequently,791,2,College,Medical,Female,38,Very High,2,Healthcare Representative,Married,9931,1,No,24,Outstanding,1,2,Better,8,7,3,7,2,0,0,0,6
No,Travel_Rarely,1111,8,College,Life Sciences,Female,93,High,2,Sales Executive,Married,13305,5,No,17,Excellent,1,1,Better,3,2,1,2,1,0,0,0,3
Yes,Travel_Rarely,1243,6,Bachelor,Life Sciences,Male,63,Very High,1,Laboratory Technician,Married,3445,1,Yes,21,Outstanding,2,2,Better,0,0,0,0,0,0,1,1,4
No,Non-Travel,1092,9,Bachelor,Life Sciences,Male,60,Medium,1,Laboratory Technician,Divorced,26551,1,No,11,Excellent,3,4,Better,1,0,0,0,0,0,1,1,5
No,Travel_Rarely,1325,11,Master,Life Sciences,Female,82,High,2,Laboratory Technician,Married,21821,8,No,20,Outstanding,1,3,Better,5,2,1,4,4,0,1,0,6
No,Travel_Rarely,691,2,Bachelor,Medical,Male,64,High,4,Research Director,Married,6881,5,No,16,Excellent,0,3,Better,4,3,0,3,3,0,0,0,7
Yes,Travel_Rarely,805,1,College,Life Sciences,Female,36,Medium,1,Laboratory Technician,Married,6689,1,Yes,11,Excellent,1,1,Better,1,0,0,0,1,0,1,1,4
No,Travel_Rarely,213,7,Bachelor,Medical,Male,49,High,3,Research Director,Married,25995,1,No,11,Excellent,0,3,Best,13,9,3,7,1,0,0,0,7
Yes,Travel_Rarely,118,16,Bachelor,Marketing,Female,69,High,2,Sales Executive,Single,26507,5,No,15,Excellent,0,3,Better,3,2,0,2,1,0,0,0,2
No,Travel_Rarely,676,1,Bachelor,Other,Female,35,High,2,Manufacturing Director,Married,23361,1,No,15,Excellent,1,2,Better,9,7,0,5,2,0,0,0,3
No,Travel_Rarely,1252,23,College,Life Sciences,Male,81,Very High,1,Research Scientist,Married,23779,1,No,24,Outstanding,1,3,Better,10,7,0,7,1,1,1,0,6
No,Travel_Rarely,1258,1,Master,Life Sciences,Female,40,Very High,1,Research Scientist,Single,13301,3,No,13,Excellent,0,0,Better,2,2,2,2,2,0,1,0,7
No,Travel_Rarely,932,1,College,Life Sciences,Female,43,Medium,2,Manufacturing Director,Married,4051,9,Yes,13,Excellent,1,4,Better,4,3,0,2,2,0,0,0,9
Yes,Travel_Rarely,890,2,Master,Medical,Male,46,High,1,Research Scientist,Single,16374,6,No,17,Excellent,0,3,Good,2,2,2,1,1,0,0,0,7
No,Travel_Rarely,1041,13,Bachelor,Human Resources,Male,36,High,1,Human Resources,Married,25527,4,No,13,Excellent,1,2,Better,5,2,0,4,2,0,1,0,4
No,Travel_Rarely,859,4,Bachelor,Life Sciences,Female,98,Medium,2,Manufacturing Director,Married,19124,1,No,12,Excellent,1,3,Better,14,13,6,8,1,0,0,0,6
No,Travel_Frequently,720,16,Master,Medical,Male,51,Medium,2,Laboratory Technician,Single,11983,6,No,14,Excellent,0,6,Better,1,0,0,0,2,0,0,0,5
No,Travel_Rarely,946,2,Bachelor,Medical,Female,52,Medium,2,Manufacturing Director,Single,20234,5,Yes,24,Outstanding,0,4,Good,0,0,0,0,1,0,0,0,6
No,Travel_Rarely,252,2,Bachelor,Life Sciences,Female,95,Medium,1,Research Scientist,Single,6153,1,No,14,Excellent,0,3,Better,1,0,0,0,3,0,1,1,6
No,Travel_Rarely,933,29,Bachelor,Life Sciences,Male,98,High,2,Manufacturing Director,Married,11806,1,No,13,Excellent,1,3,Good,9,8,7,8,2,1,0,0,5
No,Travel_Frequently,471,12,Bachelor,Life Sciences,Male,45,Medium,2,Healthcare Representative,Divorced,4284,2,No,15,Excellent,1,3,Good,4,3,1,2,2,0,0,0,2
No,Travel_Frequently,702,16,Master,Life Sciences,Female,100,Medium,1,Research Scientist,Single,8306,1,No,16,Excellent,0,3,Better,5,2,1,3,1,0,1,0,7
Yes,Travel_Rarely,1184,11,Bachelor,Marketing,Female,43,High,3,Sales Executive,Married,5860,1,No,18,Excellent,2,3,Best,9,8,7,7,3,0,0,0,5
Yes,Travel_Rarely,436,2,Below College,Medical,Male,37,High,2,Sales Executive,Single,21519,4,No,16,Excellent,0,3,Good,9,7,7,3,4,0,0,0,7
No,Travel_Rarely,589,14,College,Life Sciences,Male,94,High,4,Research Director,Married,5200,6,No,24,Outstanding,1,3,Better,4,1,1,0,2,0,0,0,3
No,Travel_Rarely,269,5,Below College,Technical Degree,Male,42,Medium,3,Research Director,Divorced,8842,1,Yes,16,Excellent,1,3,Better,9,8,0,8,1,0,0,0,6
No,Travel_Rarely,950,7,Bachelor,Other,Male,59,High,3,Manufacturing Director,Single,18869,3,No,21,Outstanding,0,3,Best,8,5,1,6,2,0,0,0,5
No,Travel_Rarely,760,2,Master,Marketing,Female,81,High,2,Sales Executive,Married,3698,1,Yes,20,Outstanding,0,2,Better,8,7,7,5,1,0,0,0,2
No,Travel_Rarely,829,3,College,Human Resources,Male,88,High,1,Human Resources,Married,2243,1,No,19,Excellent,1,1,Bad,3,2,0,2,1,0,0,0,7
Yes,Travel_Frequently,887,5,College,Medical,Female,88,Medium,1,Research Scientist,Married,20898,1,Yes,14,Excellent,1,2,Better,8,7,1,7,0,0,1,0,4
No,Non-Travel,443,3,Bachelor,Medical,Male,50,High,1,Research Scientist,Married,16571,1,No,11,Excellent,3,6,Good,0,0,0,0,1,0,1,1,8
No,Travel_Rarely,625,4,Bachelor,Medical,Male,50,High,2,Healthcare Representative,Single,5197,9,No,12,Excellent,0,2,Good,5,2,2,3,3,0,0,0,7
No,Travel_Rarely,180,2,Below College,Medical,Male,65,Very High,1,Research Scientist,Single,21632,7,No,13,Excellent,0,3,Good,4,3,0,1,0,0,0,0,2
No,Travel_Rarely,586,1,Bachelor,Medical,Male,48,Very High,2,Sales Executive,Divorced,21816,1,No,22,Outstanding,1,5,Better,9,8,0,8,1,0,0,0,0
No,Travel_Rarely,1343,27,Below College,Medical,Female,53,Medium,1,Research Scientist,Single,17852,1,No,11,Excellent,0,3,Good,6,5,1,1,2,1,1,0,5
No,Travel_Rarely,928,1,College,Life Sciences,Male,56,High,2,Sales Executive,Married,2823,1,Yes,14,Excellent,1,1,Good,18,14,4,11,2,0,0,0,7
No,Travel_Rarely,117,13,Master,Life Sciences,Male,73,High,2,Sales Executive,Divorced,9250,2,No,11,Excellent,1,3,Good,5,2,0,3,1,0,0,0,6
No,Travel_Frequently,1012,5,Master,Life Sciences,Male,75,Medium,1,Research Scientist,Divorced,2373,9,No,12,Excellent,1,3,Good,5,4,0,3,1,0,0,0,5
No,Travel_Rarely,661,7,College,Marketing,Female,78,Medium,3,Sales Executive,Married,20715,7,Yes,18,Excellent,1,3,Better,5,2,0,4,4,0,0,0,6
No,Travel_Rarely,930,9,Bachelor,Marketing,Male,74,High,3,Sales Executive,Divorced,19239,4,Yes,12,Excellent,1,2,Better,5,4,0,2,3,0,0,0,5
No,Travel_Rarely,638,8,College,Medical,Female,91,Very High,2,Research Scientist,Married,22162,5,No,12,Excellent,1,3,Good,5,3,1,3,1,0,0,0,6
No,Travel_Frequently,890,25,Master,Medical,Female,81,Medium,4,Manufacturing Director,Married,19028,3,No,22,Outstanding,0,3,Better,9,8,0,0,4,1,0,0,7
No,Travel_Rarely,342,16,Master,Marketing,Male,66,Medium,2,Sales Executive,Divorced,24558,4,No,19,Excellent,2,2,Better,1,0,0,0,2,0,0,0,8
No,Travel_Rarely,1169,8,College,Medical,Male,63,Medium,1,Human Resources,Divorced,23965,1,No,13,Excellent,1,6,Better,5,1,0,4,1,0,0,0,7
No,Travel_Rarely,1230,1,College,Life Sciences,Male,33,Medium,2,Manufacturing Director,Married,19146,6,No,22,Outstanding,2,2,Bad,2,2,2,2,0,0,0,0,6
No,Travel_Rarely,986,8,Master,Life Sciences,Male,62,Very High,1,Laboratory Technician,Married,5044,2,Yes,24,Outstanding,1,2,Good,3,2,0,2,3,0,1,0,5
No,Travel_Frequently,1271,2,Below College,Medical,Male,35,High,1,Research Scientist,Single,9068,5,Yes,14,Excellent,0,2,Better,2,1,2,2,2,0,1,0,7
No,Travel_Rarely,1278,8,Bachelor,Life Sciences,Male,77,Medium,1,Human Resources,Married,8635,1,No,21,Outstanding,0,3,Better,5,4,0,3,2,0,1,0,2
No,Travel_Rarely,141,3,Below College,Other,Male,98,High,2,Sales Executive,Married,14363,1,Yes,18,Excellent,0,3,Better,5,3,0,3,0,0,0,0,5
No,Travel_Rarely,607,9,Bachelor,Life Sciences,Female,66,Medium,3,Manufacturing Director,Married,23457,1,Yes,20,Outstanding,1,2,Better,17,14,5,15,2,0,0,0,6
Yes,Travel_Frequently,130,25,Master,Life Sciences,Female,96,High,1,Research Scientist,Divorced,16612,1,Yes,19,Excellent,1,3,Good,10,2,7,8,2,1,1,0,4
No,Non-Travel,300,1,Bachelor,Life Sciences,Male,61,High,1,Laboratory Technician,Divorced,9148,1,No,12,Excellent,1,2,Better,3,0,0,2,1,0,1,0,7
No,Travel_Rarely,583,4,Below College,Marketing,Male,87,Medium,2,Sales Executive,Married,18154,1,No,12,Excellent,0,1,Best,5,2,0,3,0,0,0,0,2
No,Travel_Rarely,1418,1,Bachelor,Technical Degree,Female,36,High,1,Research Scientist,Married,10554,2,No,16,Excellent,1,2,Better,4,2,0,2,3,0,0,0,3
No,Non-Travel,1269,4,Below College,Life Sciences,Male,46,Medium,1,Laboratory Technician,Married,10778,1,No,17,Excellent,0,2,Good,5,2,3,4,0,0,1,0,6
No,Travel_Frequently,379,5,College,Life Sciences,Male,48,High,2,Sales Executive,Married,8891,1,No,14,Excellent,1,3,Better,10,8,5,3,1,0,0,0,5
No,Travel_Rarely,395,9,Bachelor,Marketing,Male,98,Medium,1,Sales Representative,Married,12102,1,No,19,Excellent,1,3,Better,2,2,1,2,2,0,1,0,5
No,Travel_Rarely,1265,3,Bachelor,Life Sciences,Female,95,Very High,2,Laboratory Technician,Married,23726,2,Yes,13,Excellent,1,1,Good,5,3,1,3,2,0,0,0,6
No,Travel_Rarely,1222,11,Master,Life Sciences,Male,48,High,1,Research Scientist,Married,14871,3,Yes,19,Excellent,1,2,Better,6,4,0,2,1,0,1,0,7
Yes,Travel_Rarely,341,1,Bachelor,Medical,Female,48,Medium,1,Sales Representative,Divorced,23522,6,Yes,19,Excellent,3,3,Better,3,2,0,2,1,0,1,0,5
No,Travel_Rarely,868,8,Bachelor,Marketing,Male,73,High,4,Sales Executive,Married,22789,5,No,14,Excellent,1,3,Better,2,0,2,2,4,0,0,0,5
No,Travel_Rarely,672,25,Bachelor,Technical Degree,Male,78,Medium,3,Manufacturing Director,Married,9129,3,No,16,Excellent,0,2,Better,13,10,4,8,2,1,0,0,4
No,Travel_Frequently,1231,21,College,Medical,Female,54,High,1,Sales Representative,Married,21222,5,No,15,Excellent,1,3,Better,5,4,0,0,2,0,1,0,6
No,Travel_Rarely,102,23,Master,Life Sciences,Female,72,High,4,Research Director,Single,20206,6,No,18,Excellent,0,0,Better,12,9,3,8,4,1,0,0,8
No,Travel_Frequently,422,1,Bachelor,Life Sciences,Female,33,High,2,Healthcare Representative,Married,21782,4,No,13,Excellent,1,2,Good,5,2,2,2,2,0,0,0,7
No,Travel_Rarely,249,2,College,Marketing,Female,35,High,2,Sales Executive,Married,17783,1,Yes,22,Outstanding,1,2,Better,7,6,7,7,3,0,0,0,5
No,Non-Travel,1252,19,College,Medical,Male,32,High,3,Sales Executive,Single,4814,1,Yes,13,Excellent,0,2,Better,10,0,0,9,2,0,0,0,4
No,Travel_Rarely,1383,2,Bachelor,Life Sciences,Female,42,Medium,2,Human Resources,Married,7790,8,No,11,Excellent,2,2,Better,5,4,0,4,2,0,0,0,8
No,Travel_Rarely,1075,3,College,Human Resources,Male,57,High,1,Human Resources,Divorced,22650,3,Yes,11,Excellent,1,4,Best,4,3,0,3,1,0,1,0,6
Yes,Travel_Rarely,374,25,Master,Life Sciences,Male,87,High,1,Laboratory Technician,Single,18016,1,Yes,24,Outstanding,0,2,Bad,1,0,0,1,1,1,1,1,5
No,Travel_Rarely,1086,7,Below College,Medical,Female,62,Medium,1,Laboratory Technician,Divorced,6054,6,No,14,Excellent,3,5,Better,4,3,0,3,1,0,1,0,5
No,Travel_Rarely,661,9,College,Life Sciences,Male,61,High,1,Research Scientist,Married,7508,1,Yes,13,Excellent,0,0,Better,8,7,7,1,3,0,1,0,4
No,Travel_Rarely,821,5,Master,Medical,Male,98,High,2,Sales Executive,Single,24252,1,No,14,Excellent,0,3,Better,4,2,0,2,1,0,0,0,4
Yes,Travel_Frequently,781,2,Below College,Life Sciences,Male,57,Medium,1,Laboratory Technician,Divorced,13384,9,Yes,14,Excellent,1,3,Good,1,0,0,0,4,0,1,0,9
No,Travel_Rarely,177,8,Bachelor,Life Sciences,Female,55,High,2,Manufacturing Director,Divorced,23814,4,No,21,Outstanding,1,2,Best,1,0,0,0,2,0,0,0,3
Yes,Travel_Rarely,500,2,Bachelor,Medical,Female,49,Medium,1,Sales Representative,Single,22052,1,No,13,Excellent,0,3,Good,2,2,0,2,0,0,1,1,7
Yes,Travel_Rarely,1427,18,Below College,Other,Female,65,High,1,Research Scientist,Single,8870,1,No,19,Excellent,0,3,Good,1,0,0,0,0,0,1,1,6
No,Travel_Rarely,1425,14,Below College,Life Sciences,Male,68,High,2,Healthcare Representative,Married,4821,1,Yes,17,Excellent,1,2,Good,16,8,4,11,2,0,0,0,5
No,Travel_Rarely,1454,2,Master,Life Sciences,Female,65,Medium,1,Sales Representative,Single,13137,1,Yes,18,Excellent,0,3,Good,3,2,1,2,3,0,0,0,6
Yes,Travel_Rarely,617,3,Below College,Life Sciences,Female,34,High,2,Manufacturing Director,Married,10022,1,Yes,19,Excellent,1,3,Best,3,2,0,2,0,0,0,0,3
Yes,Travel_Rarely,1085,2,Master,Life Sciences,Female,57,Low,1,Laboratory Technician,Divorced,17725,4,Yes,13,Excellent,1,1,Good,7,7,1,0,2,0,1,0,6
No,Travel_Rarely,995,9,Bachelor,Medical,Female,77,High,1,Research Scientist,Divorced,9834,5,No,18,Excellent,1,2,Better,2,2,2,2,1,0,1,0,5
Yes,Travel_Rarely,1122,6,Bachelor,Medical,Male,70,High,1,Laboratory Technician,Married,4303,7,Yes,21,Outstanding,0,2,Bad,2,2,2,2,2,0,1,0,6
No,Travel_Rarely,618,4,Bachelor,Life Sciences,Female,76,High,1,Research Scientist,Single,17808,1,No,19,Excellent,0,2,Better,1,1,0,0,1,0,1,1,5
No,Travel_Rarely,546,10,Bachelor,Life Sciences,Male,83,High,1,Laboratory Technician,Divorced,6896,1,No,14,Excellent,2,3,Better,1,0,1,0,1,0,1,1,3
No,Travel_Rarely,462,14,College,Medical,Female,68,Medium,2,Sales Executive,Single,7824,7,No,17,Excellent,0,6,Better,5,4,0,3,2,0,0,0,4
No,Travel_Rarely,1198,1,Master,Other,Male,100,Medium,1,Research Scientist,Single,3339,3,Yes,11,Excellent,0,1,Better,3,2,0,2,1,0,1,0,3
No,Travel_Rarely,1272,5,Bachelor,Technical Degree,Female,37,Medium,3,Healthcare Representative,Divorced,9255,2,Yes,13,Excellent,1,3,Better,6,0,0,4,4,0,0,0,6
No,Travel_Rarely,154,7,Master,Life Sciences,Male,41,Medium,1,Sales Representative,Married,11737,3,No,15,Excellent,0,2,Best,7,7,5,2,1,0,1,0,4
No,Travel_Rarely,1137,21,Below College,Life Sciences,Female,51,High,2,Healthcare Representative,Married,19170,1,Yes,25,Outstanding,1,2,Bad,10,6,0,7,2,0,0,0,9
No,Travel_Rarely,1469,20,Master,Medical,Male,51,High,1,Research Scientist,Married,5543,4,No,17,Excellent,2,2,Good,0,0,0,0,3,0,1,0,5
No,Non-Travel,1188,20,College,Marketing,Female,45,High,2,Sales Executive,Married,24406,1,No,13,Excellent,1,2,Good,9,8,0,0,1,0,0,0,8
No,Travel_Rarely,188,7,Master,Other,Male,65,High,1,Research Scientist,Single,23293,2,No,18,Excellent,0,6,Better,6,2,0,1,2,0,0,0,6
No,Travel_Rarely,1333,1,Bachelor,Technical Degree,Female,80,High,3,Research Director,Married,16292,1,No,13,Excellent,1,3,Better,15,12,5,11,2,0,0,0,4
No,Non-Travel,1184,1,Bachelor,Life Sciences,Female,70,Medium,1,Laboratory Technician,Married,3974,6,No,20,Outstanding,0,3,Better,3,0,0,2,1,0,1,0,5
Yes,Travel_Rarely,867,19,College,Marketing,Male,36,Medium,1,Sales Representative,Married,18798,1,Yes,18,Excellent,3,2,Better,1,0,0,0,0,0,1,1,5
No,Travel_Rarely,658,10,Master,Marketing,Male,67,Medium,3,Sales Executive,Divorced,20652,2,No,12,Excellent,1,2,Good,1,0,0,0,2,0,0,0,2
No,Travel_Frequently,1283,1,Bachelor,Medical,Male,52,Medium,2,Sales Executive,Single,11148,1,No,12,Excellent,0,2,Better,7,7,0,7,0,0,0,0,3
No,Travel_Rarely,263,6,Bachelor,Medical,Male,59,High,1,Laboratory Technician,Single,3119,2,Yes,13,Excellent,0,3,Better,18,13,2,17,2,0,0,0,5
No,Travel_Rarely,938,2,Master,Medical,Male,79,High,1,Laboratory Technician,Single,12287,4,No,21,Outstanding,0,6,Better,11,8,3,9,2,0,1,0,6
Yes,Travel_Rarely,419,21,Bachelor,Other,Male,37,Medium,1,Sales Representative,Single,9947,1,Yes,13,Excellent,0,3,Best,1,0,0,0,0,0,1,1,5
Yes,Travel_Rarely,129,4,Bachelor,Technical Degree,Male,84,High,1,Laboratory Technician,Single,13008,1,No,19,Excellent,0,2,Better,1,0,0,0,0,0,1,1,1
No,Travel_Rarely,616,12,Bachelor,Medical,Female,41,High,2,Healthcare Representative,Married,17369,1,Yes,11,Excellent,2,2,Bad,9,7,8,5,1,0,0,0,8
No,Travel_Frequently,1469,9,Master,Medical,Male,35,High,1,Research Scientist,Divorced,25063,8,Yes,14,Excellent,1,2,Better,1,1,0,0,2,0,0,0,7
No,Travel_Rarely,498,3,Master,Medical,Female,93,High,2,Manufacturing Director,Married,13554,1,No,12,Excellent,1,2,Best,8,7,6,3,1,0,0,0,4
Yes,Travel_Rarely,530,3,Below College,Life Sciences,Male,51,Medium,3,Sales Executive,Married,5518,1,Yes,11,Excellent,1,6,Better,16,7,3,7,2,0,0,0,5
